964,0,17,6,0,18,14,7,17,10
1,1095,45,30,17,10,8,24,83,11
1,7,794,25,14,7,14,5,10,8
5,4,31,880,2,88,0,5,33,17
3,2,22,9,861,15,6,41,18,39
8,3,1,12,9,613,17,0,33,1
10,0,40,10,6,24,947,1,19,1
0,1,10,20,5,4,0,909,2,72
8,13,28,13,7,65,8,3,708,9
1,2,3,27,59,19,0,75,21,810
